farm_identifier,video_name,track_id,breed
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,731,black
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,732,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,733,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,737,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,738,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,740,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,741,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,748,black
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,749,black
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,750,black
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,751,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,754,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,756,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,757,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,758,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,761,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,770,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,771,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,775,jersey-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,778,jersey-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,783,black
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,790,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,793,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,794,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,792,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,800,black
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,802,black
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,805,black
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,807,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,813,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,814,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,816,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,818,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,821,black
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,823,black
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,824,black
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,829,black
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,833,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,838,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,839,black
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,840,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,841,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,842,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,844,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,845,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,847,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,850,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,867,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,869,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,873,black
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,874,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,876,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,877,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,879,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,880,black
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,881,black
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,882,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,883,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,885,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,886,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,887,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,889,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,890,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,892,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,894,black
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,895,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,900,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,901,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,903,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,904,black
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,907,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,909,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,917,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,920,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,921,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,927,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,936,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,937,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,940,black
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,942,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,944,holstein-like
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,945,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,358,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,359,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,360,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,361,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,362,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,363,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,365,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,366,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,369,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,370,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,371,black
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,372,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,373,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,374,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,375,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,376,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,377,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,379,black
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,380,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,382,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,383,black
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,384,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,386,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,387,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,389,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,391,black
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,392,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,393,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,395,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,397,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,398,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,400,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,401,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,402,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,403,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,404,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,405,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,406,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,407,black
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,409,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,411,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,412,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,415,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,416,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,418,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,419,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,421,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,422,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,423,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,424,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,426,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,427,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,428,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,429,black
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,430,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,432,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,434,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,435,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,436,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,437,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,438,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,439,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,440,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,441,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,444,black
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,445,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,446,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,447,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,448,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,449,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,452,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,453,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,454,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,455,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,456,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,457,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,458,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,459,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,461,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,462,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,463,black
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,464,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,465,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,466,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,467,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,469,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,470,jersey-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,471,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,472,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,473,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,474,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,476,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,478,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,479,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,480,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,481,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,482,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,483,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,484,black
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,485,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,486,black
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,487,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,488,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,489,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,490,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,491,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,492,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,494,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,496,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,497,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,498,holstein-like
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,499,holstein-like
